"","Explaining Density-Dependent Regulation in Earthworm Populations Using Life-History Analysis","Jan E. Kammenga 	David J. Spurgeon 	Claus Svendsen ","","","","2003-01-03T00:00:00Z","","3548264"
"","The Material Culture of Oruarangi, Matatoki, Thames. 1. Bone Ornaments and Implements","V. F. FISHER ","","","","1934-01-03T00:00:00Z","","42905957"
"","EXCAVATIONS AT SITE N38/30, MOTUTAPU ISLAND, NEW ZEALAND","Anne Leahy ","","","","1970-01-03T00:00:00Z","","42906143"
"","Observations of Hydraulic Jumps in High-Energy Swash","Tony Butt 	Paul Russell ","","","","2005-01-03T00:00:00Z","","4299529"
"","Tidal Variability of Swash-Zone Sediment Suspension and Transport","Jack A. Puleo ","","","","2009-01-03T00:00:00Z","","27698388"
"","Collected Standard Specifications for Service Line Materials: Committee Report"," ","","","","1948-01-03T00:00:00Z","","41233045"
"","CARBOHYDRATES IN SOME NATURAL STAND BAMBOOS","Abd. Latif Mohmod 	K.C. Khoo 	Nor Azah Mohd. Ali ","","","","1992-01-03T00:00:00Z","","43594632"
"","Aggressiveness and Size: A Model and Two Tests","David M. Logue 	April D. Takahashi 	William H. Cade ","","","","2011-01-03T00:00:00Z","","657978"
"","The Application of Bagnold-Type Sediment Transport Models in the Swash Zone","Tony Butt 	Paul Russell 	Jack Puleo ","","","","2005-01-03T00:00:00Z","","4299489"
"","Gender-Selective Patterns of Aggressive Behavior in Drosophila melanogaster","Steven P. Nilsen 	Yick-Bun Chan 	Robert Huber ","","","","2004-01-03T00:00:00Z","","3373139"
"","Further Properties of Adenosine Triphosphatase and β-Glycerophosphatase from Barley Roots","J. L. HALL ","","","","1971-01-03T00:00:00Z","","23687412"
"","Enzyme Changes During Lignogenesis in Pea Shoots Induced by Illumination","ERICA M. WILKINSON 	VERNON S. BUTT ","","","","1992-01-03T00:00:00Z","","23694209"
"","Allozymic Variation and Occurrence of Multiple Inseminations in Populations of the Salamander Desmog","Stephen G. Tilley 	Jill S. Hausman ","","","","1976-01-03T00:00:00Z","","1443456"
"","Forest Dynamics and Agents That Initiate and Expand Canopy Gaps in Picea-Abies Forests of Crawford N","James J. Worrall 	Thomas D. Lee 	Thomas C. Harrington ","","","","2005-01-03T00:00:00Z","","3599468"
"","CHAPTER 4: Manufacture and Test"," ","","","","1961-01-03T00:00:00Z","","41257616"
"","Band Loss from Lesser Snow Geese","Randolph J. Seguin 	F. Cooke ","","","","1983-01-03T00:00:00Z","","3808171"
"","Colored Leg Bands for Waterfowl","Ronald W. Balham 	Wm. H. Elder ","","","","1953-01-03T00:00:00Z","","3797049"
"","Standard Specifications "for" ELEVATED STEEL WATER TANKS, STANDPIPES AND RESERVOIRS"," ","","","","1949-01-03T00:00:00Z","","41235161"
"","RESEARCH NOTES","JEFFERY BURLEY 	ALAN F. A. LAMB ","","","","1971-01-03T00:00:00Z","","42605001"
"","Moisture Distribution Patterns in the Secondary Xylem of Sugar Maple, Acer saccharum Marsh","K. N. H. Greenidge ","","","","1966-01-03T00:00:00Z","","2423392"
"","Der Einfluß der Röntgenstrahlen auf die Entwicklung des Pollens und der Sprosse bei Tulpen","W. E. de Mol van Oud Loosdrecht ","","","","1955-01-03T00:00:00Z","","24136237"
"","The Tucumcari Tank Failure: New Mexico Society of Professional Engineers [with Discussion]","Charles E. Barnhart 	Marvin C. May 	D. R. W. Wager-Smith ","","","","1952-01-03T00:00:00Z","","41236514"
"","Agonistic Behaviour and Electric Signalling in a Mormyrid Fish, Gnathonemus petersii","Bernd Kramer 	Richard Bauer ","","","","1976-01-03T00:00:00Z","","4599088"
"","Gradients in forced asparagus spears in hydroculture and in the field","C. Hartmann 	S. Hennion ","","","","1991-01-03T00:00:00Z","","42883097"
"","Glyoxylate decarboxylation during glycollate oxidation by pea leaf extracts: significance of glyoxyl","Nicholas J. Walton ","","","","1982-01-03T00:00:00Z","","23375646"
"","Band Loss from the Western Gull on Southeast Farallon Island","Larry Spear ","","","","1980-01-03T00:00:00Z","","4512579"
"","Fungi from the Mountain Lake Region of Virginia","Paul W. Graff ","","","","1947-01-03T00:00:00Z","","4031113"
"","Baltimore County Says: Pipe Futures Are Plastic","Mike Mazurek ","","","","2006-01-03T00:00:00Z","","43277833"
"","On the Male Genitalia of the Hesperiidae of North America: Paper IV","Henry Skinner 	R. C. Williams, Jr. ","","","","1924-01-03T00:00:00Z","","25077100"
"","Population Structure and Responses to Disturbance of the Basidiomycete Resinicium bicolor","J. J. H. Kirby 	J. Stenlid 	O. Holdenrieder ","","","","1990-01-03T00:00:00Z","","4219495"
"","A tree volume equation based on two lower stem diameters for Caribbean Pine in Sri Lanka","JOSÉ A. ALEIXO DA SILVA 	BRUCE E. BORDERS 	GRAHAM H. BRISTER ","","","","1992-01-03T00:00:00Z","","42606874"
"","An Integrated Approach to Modeling Grazing Pressure in Pastoral Systems: The Case of the Logone Floo","Mark Moritz 	Eric Soma 	Paul Scholte ","","","","2010-01-03T00:00:00Z","","40981188"
"","Assessing the Impact of Pesticides on Lumbricid Populations: An Individual Based Modelling Approach","Johannes M. Baveco 	Andre M. De Roos ","","","","1996-01-03T00:00:00Z","","2404784"
"","Evaluation of Microbiologically Induced Corrosion in an Estuary","Brenda Little 	Pat Wagner 	John Jacobus ","","","","1989-01-03T00:00:00Z","","1351817"
"","Supplement to AWWA D100-65, AWS D5.2-65: AWWA Standard for Steel Tanks—Standpipes, Reservoirs, and E"," ","","","","1967-01-03T00:00:00Z","","41265082"
"","Effects of Root Restriction, Root Pruning and 6-Benzylaminopurine on the Growth of Peach Seedlings","D. RICHARDS 	R. N. ROWE ","","","","1977-01-03T00:00:00Z","","42753764"
"","Eze-Wire and Cable Puller Makes Threading Easy","Charles Freeman 	Michael Kierwiak ","","","","1999-01-03T00:00:00Z","","43276346"
"","Adenosylhomocysteinase and Adenosine Nucleosidase Activities in Lupinus luteus Cotyledons during See","A. Guranowski 	J. Pawełkiewicz ","","","","1978-01-03T00:00:00Z","","23373344"
"","Committee Report: Design and installation of PE pipe"," ","","","","1999-01-03T00:00:00Z","","41296502"
"","Assessment of logging efficiency and development of allometric models for predicting stumpage volume","M. AMOAH 	G. BECKER ","","","","2009-01-03T00:00:00Z","","43739752"
"","Fungi and Wind Strongly Influence the Temporal Availability of Logs in an Old-Growth Spruce Forest","Mattias Edman 	Mari Jönsson 	Bengt Gunnar Jonsson ","","","","2007-01-03T00:00:00Z","","40061872"
"","Keeping Quality of Green Celery as Affected by Modified Atmosphere Packaging","P. A. Gómez 	F. Artés ","","","","2004-01-03T00:00:00Z","","24126128"
"","PRESERVATION OF ROUNDWOOD POLES BY THE SAP REPLACEMENT METHOD WITHOUT PRESSURE APPLICATION","Francis Ng'ang'a ","","","","1994-01-03T00:00:00Z","","43581805"
"","Resin and the Resistance of Conifers to Fomes annosus","J. N. GIBBS ","","","","1968-01-03T00:00:00Z","","42908076"
"","Retaining Forest Biomass by Reducing Logging Damage","Michelle A. Pinard 	Francis E. Putz ","","","","1996-01-03T00:00:00Z","","2389193"
"","Resistance to Fungal Pathogens of Tree Roots","J. Rishbeth ","","","","1972-01-03T00:00:00Z","","76114"
"","Poria cocos, a Widely Distributed Wood-Rotting Fungus","Ross W. Davidson 	W. A. Campbell ","","","","1954-01-03T00:00:00Z","","4547815"
"","Arthropods, Plants and Transmission Lines in Arizona: Community Dynamics during Secondary Succession","J. R. Beley 	T. M. Ditsworth 	S. M. Butt ","","","","1982-01-03T00:00:00Z","","3670883"
"","Estimating soil strength in the rooting zone of wheat","Andrew Peter Whitmore 	W. Richard Whalley 	Nigel R. A. Bird ","","","","2011-01-03T00:00:00Z","","24130858"
"","Proper Steel Pipeline Design","Kenneth G. Wilkes ","","","","1973-01-03T00:00:00Z","","41267261"
"","ARMILLARIA PATHOGENICITY TESTS ON OAKS IN SOUTHERN ITALY","G. Sicoli 	V. Annese 	T. de Gioia ","","","","2002-01-03T00:00:00Z","","41998089"
"","Stackwood volume estimations for miombo woodlands in Malawi","J.D. LOWORE 	P.G. ABBOT 	M. WERFEN ","","","","1994-01-03T00:00:00Z","","42608945"
"","Non-specificity of Salt Effects on Mg","ARIEL RATNER 	B. JACOBY ","","","","1973-01-03T00:00:00Z","","23688473"
"","Expression of senescence-enhanced genes in response to oxidative stress","Saeid Navabpour 	Karl Morris 	Rebecca Allen ","","","","2003-01-03T00:00:00Z","","23697936"
"","The Spherosomes and the Reserve Fat in Plant Cells","Helen P. Sorokin ","","","","1967-01-03T00:00:00Z","","2440725"
"","An Introduction to the Study of the Eggs of the North American Limicolae","R. W. Shufeldt ","","","","1913-01-03T00:00:00Z","","1362041"
"","Turonian Foraminifera from the Carnarvon Basin, Western Australia, and Their Palaeogeographical Sign","D. J. Belford 	Viera Scheibnerová ","","","","1971-01-03T00:00:00Z","","1485144"
"","SOME TIMBER CHARACTERISTICS OF GMELINA ARBOREA GROWN IN A PLANTATION IN PENINSULAR MALAYSIA","Ani Sulaiman 	S. C. Lim ","","","","1989-01-03T00:00:00Z","","23616353"
"","Hygroscopic Equilibrium and Viability of Naturally and Artificially Dried Blue Lupine Seeds","H. E. Brewer 	J. L. Butt ","","","","1950-01-03T00:00:00Z","","4258298"
"","Heterogeneous Morphology and Tracer Coupling Patterns of Retinal Oligodendrocytes","Edith C. G. M. Hampson 	Stephen R. Robinson ","","","","1995-01-03T00:00:00Z","","56237"
"","The Activation of Cinnamate by an Enzyme from Leaves of Spinach Beet (Beta vulgaris L. ssp. vulgaris","EVERILD WALTON 	V. S. BUTT ","","","","1970-01-03T00:00:00Z","","23687230"
"","Design Standards for Large-Diameter Steel Water Pipe","Walter H. Cates ","","","","1950-01-03T00:00:00Z","","41236371"
"","Efficiency of commercial entomopathogenic fungal species against different members of the genus Otio","Jacqueline Hirsch 	Annette Reineke ","","","","2014-01-03T00:00:00Z","","43229186"
"","Log Decomposition in Donaldson's Woods, Spring Mill State Park, Indiana","Paul C. MacMillan ","","","","1981-01-03T00:00:00Z","","2425170"
"","Horns and Fighting in Male Spanish Ibex, Capra pyrenaica","Fernando Alvarez ","","","","1990-01-03T00:00:00Z","","1381801"
"","FORESTRY AT THE BRITISH ASSOCIATION 2nd to 9th September, 1959","E. C. MOBBS ","","","","1959-01-03T00:00:00Z","","42602215"
"","The Relation between the Synthesis of Inorganic Polyphosphate and Phosphate Uptake by Chlorella vulg","P. A. AITCHISON 	V. S. BUTT ","","","","1973-01-03T00:00:00Z","","23687389"
"","EphA4 Defines a Class of Excitatory Locomotor-Related Interneurons","Simon J. B. Butt 	Line Lundfald 	Ole Kiehn ","","","","2005-01-03T00:00:00Z","","3376834"
"","An early sophisticated East Polynesian voyaging canoe discovered on New Zealand's coast","Dilys A. Johns 	Geoffrey J. Irwin 	Yun K. Sung ","","","","2014-01-03T00:00:00Z","","43190145"
"","Termites and Mites - Adaptive Behavioural Responses to Infestation?","Judith Korb 	Alexander Fuchs ","","","","2006-01-03T00:00:00Z","","4536383"
"","Agonistic and Courtship Behaviors in Dionda Diaboli the Devils River Minnow","Catherine T. Phillips 	James R. Gibson 	Joe N. Fries ","","","","2009-01-03T00:00:00Z","","40263735"
"","Heart Rots in Living Trees","Willis W. Wagener 	Ross W. Davidson ","","","","1954-01-03T00:00:00Z","","4353511"
"","EXCAVATIONS AT TAYLOR'S HILL, R11/96, AUCKLAND","Anne Leahy ","","","","1991-01-03T00:00:00Z","","42906413"
"","Nucleosome Periodicity in HeLa Cell Chromatin as Probed by Micrococcal Nuclease","Tauseef R. Butt 	Donald B. Jump 	Mark E. Smulson ","","","","1979-01-03T00:00:00Z","","69565"
"","Copper Metallothionein of Yeast, Structure of the Gene, and Regulation of Expression","Tauseef R. Butt 	Edmund J. Sternberg 	Jessica A. Gorman ","","","","1984-01-03T00:00:00Z","","23828"
"","A Bacteriologic Survey of the Respiratory Tract of Mourning Doves in Oklahoma and a Serologic Survey","James W. Carpenter 	Richard E. Corstvet 	John P. Thilsted ","","","","1972-01-03T00:00:00Z","","1588685"
"","EXPLOITATION AND MILLING OF SMALLER TIMBER IN SCOTLAND, ESPECIALLY SOFTWOOD THINNINGS","JOHN T. SMITH ","","","","1950-01-03T00:00:00Z","","42602024"
"","Understanding corewood in some softwoods: a selective review on stiffness and acoustics","J.C.F. WALKER 	RYOGO NAKADA ","","","","1999-01-03T00:00:00Z","","42609213"
"","SUSCEPTIBILITY OF MICROTHECA OCHROLOMA (COLEOPTERA: CHRYSOMELIDAE) TO BOTANICAL AND MICROBIAL INSECT","Rammohan Balusu 	Henry Y. Fadamiro ","","","","2013-01-03T00:00:00Z","","23609403"
"","Evidence of an Inflammatory-Like Response in Non-Normally Pigmented Tissues of Two Scleractinian Cor","Caroline V. Palmer 	Laura D. Mydlarz 	Bette L. Willis ","","","","2008-01-03T00:00:00Z","","25249864"
"","Excavations at Bay Farm 1, Carnlough, Co. Antrim, and the Study of the 'Larnian' Technology","Elizabeth Anderson 	P. C. Woodman 	G. Johnson ","","","","1996-01-03T00:00:00Z","","25516176"
"","Pathogenicity of entomopathogenic fungi-potential candidates to control insect pests on tomato under","C. Panyasiri 	T. Attathom 	H.-M. Poehling ","","","","2007-01-03T00:00:00Z","","43228948"
"","A Cultural Study of Piptoporus soloniensis (Aphyllophorales, Polyporaceae)","Frances F. Lombard ","","","","1983-01-03T00:00:00Z","","3793002"
"","CHAPTER 10: Field Joints"," ","","","","1962-01-03T00:00:00Z","","41257195"
"","VIRULENCE AND COMPETITIVENESS: TESTING THE RELATIONSHIP DURING INTER- AND INTRASPECIFIC MIXED INFECT","Peter A. Staves 	Robert J. Knell ","","","","2010-01-03T00:00:00Z","","40863338"
"","Immunoaffinity Fractionation of the Poly(ADP-ribosyl)ated Domains of Chromatin","Najma Malik 	Masanao Miwa 	Takashi Sugimura ","","","","1983-01-03T00:00:00Z","","13937"
"","Colored Leg Markers for Wild Turkeys","Jack Ward Thomas 	Rodney G. Marburger ","","","","1964-01-03T00:00:00Z","","3798208"
"","Phosphate Accumulation in Fagus Mycorrhizas","J. L. Harley 	C. C. McCready ","","","","1981-01-03T00:00:00Z","","2431849"
"","Shamanism, Christianity and Culture Change in Amazonia","Jeffrey B. Luzar 	José M. V. Fragoso ","","","","2013-01-03T00:00:00Z","","24015700"
"","Analysis of Blackbutt (Eucalyptus Pilularis Sm.) Seedling Growth in a Blackbutt Forest Soil","R. G. Florence 	R. L. Crocker ","","","","1962-01-03T00:00:00Z","","1933456"
"","MEASURING MITCHELL'S MOUNTAINS","PERRIN WRIGHT ","","","","1992-01-03T00:00:00Z","","24335146"
"","Pipeline Problems — Brittle Fracture, Joint Stresses, and Welding","Robert V. Phillips 	Roland Triay Jr. 	Stephen M. Marynick ","","","","1972-01-03T00:00:00Z","","41266759"
"","Reduced salinity, but not estuarine acidification, is a cause of immune-suppression in the Sydney ro","Green Timothy J. 	Barnes Andrew C. ","","","","2010-01-03T00:00:00Z","","24873814"
"","Poly(ADP-Ribosyl)ation of Polynucleosomes Causes Relaxation of Chromatin Structure","Guy G. Poirier 	Gilbert De Murcia 	Jenny Jongstra-Bilen ","","","","1982-01-03T00:00:00Z","","12294"
"","A late Mesolithic lithic scatter from Corralanna, Co. Westmeath, and its place in the Mesolithic lan","Graeme Warren 	Aimée Little 	Michael Stanley ","","","","2009-01-03T00:00:00Z","","40657908"
"","STABILITY AND CHANGE IN THE MATERIAL CULTURE OF QUEEN CHARLOTTE SOUND IN THE 18TH CENTURY","D.R. Simmons ","","","","1981-01-03T00:00:00Z","","42906297"
"","INTERSPECIFIC AND INTRASPECIFIC VARIABILITY OF SOME AUSTRALIAN TIMBERS TO FUNGAL DECAY","L. B. THROWER 	LYNETTE D. OSBORNE ","","","","1961-01-03T00:00:00Z","","42600979"
"","Common Terns in Dublin City","Harry Fogerty ","","","","1940-01-03T00:00:00Z","","25533029"
"","Band Wear and Band Loss in the Great Lakes Caspian Tern Population and a Generalized Model of Band L","James P. Ludwig ","","","","1981-01-03T00:00:00Z","","1521133"
"","COMPTE-RENDU DE L'HERBORISATION GÉNÉRALE DES 2, 3 ET 4 JUILLET 1904 DANS L'ARDENNE FRANCAISE","F. Bestel 	Clém. Aigret ","","","","1904-01-03T00:00:00Z","","20793427"
"","Estimating tree volume using a new form factor","JOSÉ A. ALEIXO DA SILVA 	BRUCE E. BORDERS 	GRAHAM H. BRISTER ","","","","1994-01-03T00:00:00Z","","42606989"
"","Stratigraphic and Micropaleontological Constraints on the Middle Eocene Age of the Mammal-Bearing Ku","Philip D. Gingerich ","","","","2003-01-03T00:00:00Z","","4524357"
"","Irish Copper Halberds","George Coffey ","","","","1908-01-03T00:00:00Z","","25502755"
"","New materials, traditional practices: a Mesolithic silicified dolomite toolkit from Lough Allen, Ire","Killian Driscoll 	Julian Menuge 	Emmett O'Keeffe ","","","","2014-01-03T00:00:00Z","","priac"
"","Post-Eclosion Shedding of a Membrane by Oncopeltus fasciatus (Dal.) (Hemiptera: Lygaeidae)","Dorothy Feir ","","","","1964-01-03T00:00:00Z","","25083354"
"","Elymus gangotrianus (Poaceae: Pooideae: Triticeae), a New Species from the Western Himalaya, India","P. K. Pusalkar 	D. K. Singh 	S. K. Srivastava ","","","","2008-01-03T00:00:00Z","","20649592"
"","Notes on the Rhizomorphs and Mating System of Xeromphalina campanella","D. M. Rizzo 	K. J. Smereka 	T. C. Harrington ","","","","1990-01-03T00:00:00Z","","3760057"
"","Coping with Uncertainty and Variability: The Influence of Protected Areas on Pastoral Herding Strate","Bilal Butt ","","","","2011-01-03T00:00:00Z","","41474609"
"","Histochemical Localization of β-Glycerophosphatase Activity in Young Root Tips","J. L. HALL ","","","","1969-01-03T00:00:00Z","","42908731"
"","Fire, Fungi, and Beetle Influences on a Lodgepole Pine Ecosystem of South-Central Oregon","D. R. Geiszler 	R. I. Gara 	C. H. Driver ","","","","1980-01-03T00:00:00Z","","4216159"
"","Notes on Lepidoptera","W. J. Holland ","","","","1898-01-03T00:00:00Z","","25002800"
"","Phylogenetic Relationships of Japanese Species of Heterobasidion: H. annosum sensu lato and an Undet","Yuko Ota 	Sawako Tokuda 	Peter K. Buchanan ","","","","2006-01-03T00:00:00Z","","20444758"
"","Reproductive Biology of Asclepias exaltata","T. Randolph Shannon 	Robert Wyatt ","","","","1986-01-03T00:00:00Z","","2444272"
"","TENTATIVE DRAFT OF STANDARD SPECIFICATIONS FOR STEEL STANDPIPES AND ELEVATED TANKS","Charles W. Sherman 	N. T. Veatch, Jr. 	L. R. Howson ","","","","1931-01-03T00:00:00Z","","41228346"
"","STANDARD SPECIFICATIONS FOR RIVETED STEEL ELEVATED TANKS AND STANDPIPES"," ","","","","1935-01-03T00:00:00Z","","41226364"
"","Can One Animal Represent an Entire Herd? Modeling Pastoral Mobility Using GPS/GIS Technology","Mark Moritz 	Zachary Galehouse 	Qian Hao ","","","","2012-01-03T00:00:00Z","","23280269"
"","Another Comment on the Color-Banding of Birds","Gordon W. Gullion ","","","","1965-01-03T00:00:00Z","","3798451"
"","Der Einfluß der Röntgenstrahlen auf die Entwicklung des Pollens und der Sprosse bei Tulpen: I. Dauer","W. E. de Mol van Oud Loosdrecht ","","","","1954-01-03T00:00:00Z","","24135657"
"","Applied Ecology Section Newsletter","Butt Neal T. ","","","","2005-01-03T00:00:00Z","","bullecosociamer"
"","CONTOUR FELLING FOR CABLECRANE AND FORWARDER EXTRACTION ON STEEP SLOPES","R. G. MUHL ","","","","1987-01-03T00:00:00Z","","42608860"
"","A Histochemical Study of Adenosine Triphosphatase and Other Nucleotide Phosphatases in Young Root Ti","J. L. Hall ","","","","1969-01-03T00:00:00Z","","23368479"
"","Tracheid analysis and modeling of the minor veins of the coleus and smilax leaves","Robert Korn ","","","","2006-01-03T00:00:00Z","","23389490"
"","Seismic vulnerability assessment and design of pipelines","DONALD BALLANTYNE ","","","","2010-01-03T00:00:00Z","","41314132"
"","Quantifying the sampling error in tree census measurements by volunteers and its effect on carbon st","Nathalie Butt 	Eleanor Slade 	Jill Thompson ","","","","2013-01-03T00:00:00Z","","23440937"
"","Identification techniques for Armillaria spp. and Heterobasidion annosum root and butt rot diseases ","S. Schulze 	G. Bahnweg 	M. Tesche ","","","","1997-01-03T00:00:00Z","","43215191"
"","No-Smoking Policies and Their Outcomes on U.S. Beaches","Eduard Ariza 	Stephen P. Leatherman ","","","","2012-01-03T00:00:00Z","","41332059"
"","Did Foot-and-Mouth Disease-Control Operations Affect Rodenticide Exposure in Raptors?","Richard F. Shore 	Heath M. Malcolm 	Donna McLennan ","","","","2006-01-03T00:00:00Z","","3803708"
"","THE ARTEFACT ASSEMBLAGE FROM THE OPITO BEACH MIDDEN, N40/3, COROMANDEL PENINSULA","Joanna Boileau ","","","","1980-01-03T00:00:00Z","","42906286"
