"","The Chloroplast Genome Exists in Multimeric Forms","Xing-Wang Deng 	Rod A. Wing 	Wilhelm Gruissem ","","","","1989-01-03T00:00:00Z","","33643"
"","RNA-Primed DNA Synthesis: Specific Catalysis by HeLa Cell DNA Polymerase α","Silvio Spadari 	Arthur Weissbach ","","","","1975-01-03T00:00:00Z","","64007"
"","Studies on in vitro DNA Synthesis. Purification of the dna G Gene Product from Escherichia coli","Sue Wickner 	Michel Wright 	Jerard Hurwitz ","","","","1973-01-03T00:00:00Z","","62176"
"","Unraveling the Structure of DNA during Overstretching by Using Multicolor, Single-Molecule Fluoresce","Joost van Mameren 	Peter Gross 	Geraldine Farge ","","","","2009-01-03T00:00:00Z","","25592990"
"","Studies on in vitro DNA Synthesis: Purification of dna C Gene Product Containing dna D Activity from","Sue Wickner 	Ira Berkower 	Michel Wright ","","","","1973-01-03T00:00:00Z","","63009"
"","Complementarity between Lambda (λ ) Phage and Escherichia coli","Melvin H. Green ","","","","1963-01-03T00:00:00Z","","71863"
"","Identification of the Activating Region of Catabolite Gene Activator Protein (CAP): Isolation and Ch","Yuhong Zhou 	Xiaoping Zhang 	Richard H. Ebright ","","","","1993-01-03T00:00:00Z","","2362334"
"","Buoyant Density Studies of Chloroplast and Nuclear Deoxyribonucleic Acid from Control and 3-Amino-1,","Paul G. Bartels 	Alison Hyde ","","","","1970-01-03T00:00:00Z","","4262280"
"","Studies of DNA Replication in vivo, III. Accumulation of a Single-Stranded Isolation Product of DNA ","M. Oishi ","","","","1968-01-03T00:00:00Z","","58940"
"","Z-DNA in Transcriptionally Active Chromosomes","Francesca Lancillotti 	Manuel C. Lopez 	Patricio Arias ","","","","1987-01-03T00:00:00Z","","29623"
"","Structure of Histone H1-DNA Complex: Effect of Histone H1 on DNA Condensation","Myrtle W. Hsiang 	R. David Cole ","","","","1977-01-03T00:00:00Z","","67481"
"","GUBERNATORIAL ELECTORAL COALITIONS IN THE GREAT PLAINS","Thomas M. Carsey ","","","","1997-01-03T00:00:00Z","","23775610"
"","Knotted DNA from Bacteriophage Capsids","Leroy F. Liu 	Luke Perkocha 	Richard Calendar ","","","","1981-01-03T00:00:00Z","","11492"
"","On the Mechanism of Selective Inhibition of Herpesvirus Replication by (E)-5-(2-bromovinyl)-2","H. S. Allaudeen 	J. W. Kozarich 	J. R. Bertino ","","","","1981-01-03T00:00:00Z","","10685"
"","Preferential and Asymmetric Interaction of Linker Histones with 5S DNA in the Nucleosome","Jeffrey J. Hayes 	Alan P. Wolffe ","","","","1993-01-03T00:00:00Z","","2362516"
"","T-DNA from Agrobacterium Ti Plasmid is in the Nuclear DNA Fraction of Crown Gall Tumor Cells","Mary-Dell Chilton 	Randall K. Saiki 	Narendra Yadav ","","","","1980-01-03T00:00:00Z","","9035"
"","Supercoiled DNA Wraps Around the Bacteriophage φ29 Head-Tail Connector","Sarah Turnquist 	Martha Simon 	Edward Egelman ","","","","1992-01-03T00:00:00Z","","2360633"
"","Protection of DNA against Direct Radiation Damage by Complex Formation with Positively Charged Polyp","Marina Roginskaya 	William A. Bernhard 	Yuriy Razskazovskiy ","","","","2006-01-03T00:00:00Z","","4098776"
"","Methylation of Satellite Deoxyribonucleic Acid in Mouse Neoplastic and Non-Neoplastic Cell Cultures","Raymond Gantt 	Frida Montes De Oca 	Virgina J. Evans ","","","","1973-01-03T00:00:00Z","","4291672"
"","Replication of Colicin E1 Plasmid DNA Added to Cell Extracts","Jun-Ichi Tomizawa 	Yoshimasa Sakakibara 	Tsuyoshi Kakefuda ","","","","1975-01-03T00:00:00Z","","64416"
"","Purification and DNA Binding Properties of the Ataxia-Telangiectasia Gene Product ATM","Graeme C. M. Smith 	Robert B. Cary 	Nicholas D. Lakin ","","","","1999-01-03T00:00:00Z","","49002"
"","The Isolation and Some Properties of Rat Liver Mitochondrial Deoxyribonucleic Acid","Walter C. Schneider 	Edward L. Kuff ","","","","1965-01-03T00:00:00Z","","72801"
"","Visualization of Supercoiled DNA with Atomic Force Microscopy in situ","Yuri L. Lyubchenko 	Luda S. Shlyakhtenko ","","","","1997-01-03T00:00:00Z","","41231"
"","An Interaction between DNA Ligase I and Proliferating Cell Nuclear Antigen: Implications for Okazaki","David S. Levin 	Wei Bai 	Nina Yao ","","","","1997-01-03T00:00:00Z","","43507"
"","Gapped DNA Is Anisotropically Bent","Hong Guo 	Thomas D. Tullius ","","","","2003-01-03T00:00:00Z","","3148684"
"","Cloning of Thermostable DNA Polymerases from Hyperthermophilic Marine Archaea with Emphasis on Therm","M. W. Southworth 	H. Kong 	R. B. Kucera ","","","","1996-01-03T00:00:00Z","","39422"
"","The Influence of Packing on Free Radical Yields in Solid-State DNA: Film Compared to Lyophilized Fro","Michael T. Milano 	William A. Bernhard ","","","","1999-01-03T00:00:00Z","","3580094"
"","Homology between Burkitt Herpes Viral DNA and DNA in Continuous Lymphoblastoid Cells from Patients w","Elliott Kieff 	Judith Levine ","","","","1974-01-03T00:00:00Z","","62773"
"","Evidence for Long DNA Strands in the Replicating Pool after T4 Infection","Fred R. Frankel ","","","","1968-01-03T00:00:00Z","","58611"
"","Mouse DNA Polymerase α -primase Terminates and Reinitiates DNA Synthesis 2-14 Nucleotides Upstream o","Emanuel A. Faust 	Randy Nagy 	Scott K. Davey ","","","","1985-01-03T00:00:00Z","","26022"
"","DNA Polymerase-α in Pea is Part of a Large Multiprotein Complex","J. A. BRYANT 	P. N. FITCHETT 	S. G. HUGHES ","","","","1992-01-03T00:00:00Z","","23693863"
"","Radiation-Induced DNA Damage as a Function of Hydration: I. Release of Unaltered Bases","Steven G. Swarts 	Michael D. Sevilla 	David Becker ","","","","1992-01-03T00:00:00Z","","3578034"
"","Isolation and Propagation of a Segment of the Simian Virus 40 Genome Containing the Origin of DNA Re","Thomas E. Shenk 	Paul Berg ","","","","1976-01-03T00:00:00Z","","65939"
"","DNA Sequence Organization in the Water Mold Achlya","M. E. S. Hudspeth 	William E. Timberlake 	Robert B. Goldberg ","","","","1977-01-03T00:00:00Z","","67731"
"","High-Resolution Mapping of Nucleoprotein Complexes by Site-Specific Protein--DNA Photocrosslinking: ","Thierry Lagrange 	Tae-Kyung Kim 	George Orphanides ","","","","1996-01-03T00:00:00Z","","40202"
"","DNA Binding Site for a Factor(s) Required to Initiate Simian Virus 40 DNA Replication","Masamitsu Yamaguchi 	Melvin L. DePamphilis ","","","","1986-01-03T00:00:00Z","","26849"
"","Linear Association between Cellular DNA and Epstein-Barr Virus DNA in a Human Lymphoblastoid Cell Li","Alice Adams 	Tomas Lindahl 	George Klein ","","","","1973-01-03T00:00:00Z","","63127"
"","Hybridization of Euglena Gracilis Chloroplast and Nuclear DNA","Oliver C. Richards ","","","","1967-01-03T00:00:00Z","","57860"
"","An Unusual Symmetric Recombinant between Adenovirus Type 12 DNA and Human Cell DNA","Renate Deuring 	Gunther Klotz 	Walter Doerfler ","","","","1981-01-03T00:00:00Z","","10777"
"","Polyoma Large Tumor Antigen is not Required for Tumorigenesis Mediated by Viral DNA","Janet L. Moore 	Kamal Chowdhury 	Malcolm A. Martin ","","","","1980-01-03T00:00:00Z","","8451"
"","Enzyme-Catalyzed DNA Unwinding: Studies on Escherichia coli rep protein","Geoffrey T. Yarranton 	Malcolm L. Gefter ","","","","1979-01-03T00:00:00Z","","69571"
"","Radiation-Induced Thymine Base Damage in Replicating Chromatin","Raymond L. Warters 	Thomas J. Childers ","","","","1982-01-03T00:00:00Z","","3575734"
"","Relatedness among Plants as Measured by the DNA-Agar Technique","Arnold J. Bendich 	Ellis T. Bolton ","","","","1967-01-03T00:00:00Z","","4261089"
"","Influence of Growth Conditions upon the Number of Chloroplast DNA Molecules in Euglena gracilis","James R. Y. Rawson 	Cindy Boerma ","","","","1976-01-03T00:00:00Z","","65780"
"","Specific Recognition of Apurinic Sites in DNA by a Tryptophan-Containing Peptide","Tula Behmoaras 	Jean-Jacques Toulme 	Claude Helene ","","","","1981-01-03T00:00:00Z","","10318"
"","Localization of Replicating DNA of Simian Virus 40 in Monkey Kidney Cells","Donald J. LeBlanc 	Maxine F. Singer ","","","","1974-01-03T00:00:00Z","","63396"
"","Nonrandom Distribution of Repeated DNA Sequences with Respect to Supercoiled Loops and the Nuclear M","Don Small 	Barry Nelkin 	Bert Vogelstein ","","","","1982-01-03T00:00:00Z","","12919"
"","A Wild-Type DNA Ligase I Gene is Expressed in Bloom's Syndrome Cells","John H. J. Petrini 	Kristin G. Huwiler 	David T. Weaver ","","","","1991-01-03T00:00:00Z","","2357742"
"","Intramolecular DNA Triplexes: Unusual Sequence Requirements and Influence on DNA Polymerization","Andrey Dayn 	George M. Samadashwily 	Sergei M. Mirkin ","","","","1992-01-03T00:00:00Z","","2360716"
"","In situ Enzymatic Reclosure of Opened Imidazole Rings of Purines in DNA Damaged by γ -irradiation","Christopher J. Chetsanga 	Cheryl Grigorian ","","","","1985-01-03T00:00:00Z","","25324"
"","Polydnavirus DNA is Integrated in the DNA of Its Parasitoid Wasp Host","Jo-Ann G. W. Fleming 	Max D. Summers ","","","","1991-01-03T00:00:00Z","","2357887"
"","Infectious Viral DNA of Murine Leukemia Virus","David Smotkin 	Alessandro M. Gianni 	Shmuel Rozenblatt ","","","","1975-01-03T00:00:00Z","","65314"
"","Repair of Radiation-Induced DNA Strand Breaks Does Not Occur Preferentially in Transcriptionally Act","Mats Ljungman ","","","","1999-01-03T00:00:00Z","","3580230"
"","Disclosing the in vivo organization of a viral histone-like protein in Bacillus subtilis mediated by","Isabel Holguera 	David Ballesteros-Plaza 	Daniel Muñoz-Espín ","","","","2012-01-03T00:00:00Z","","41588232"
"","Nonequilibrium dynamics and ultraslow relaxation of confined DNA during viral packaging","Zachary T. Berndsen 	Nicholas Keller 	Shelley Grimes ","","","","2014-01-03T00:00:00Z","","23776421"
"","Herpes Simplex Type 1 DNA in Human Brain Tissue","Nigel W. Fraser 	William C. Lawrence 	Zofia Wroblewska ","","","","1981-01-03T00:00:00Z","","11088"
"","Metabolically Labile DNA in Aseptically Grown Seedlings of Pisum sativum L.","John A. Bryant 	David C. Wildon 	Doreen Wong ","","","","1974-01-03T00:00:00Z","","23370972"
"","Elimination of Naturally Occurring Crosslinks in Vaccinia Virus DNA after Viral Penetration into Cel","Beatriz G. T. Pogo ","","","","1977-01-03T00:00:00Z","","66783"
"","Mismatch-specific 3<sup>′</sup>→ 5<sup>′</sup> Exonuclease Associated with the Mitochondrial DNA Pol","Laurie S. Kaguni 	Matthew W. Olson ","","","","1989-01-03T00:00:00Z","","34554"
"","Nucleotide Sequence Homology Exists between the Chloroplast and Nuclear Ribosomal DNAs of Euglena gr","Stephanie E. Curtis 	James R. Y. Rawson ","","","","1982-01-03T00:00:00Z","","4267146"
"","Chloroplast DNA Sequence Homologies among Vascular Plants","Gayle K. Lamppa 	Arnold J. Bendich ","","","","1979-01-03T00:00:00Z","","4265718"
"","Multistep Pathway for Replication-Dependent Nucleosome Assembly","Rati Fotedar 	James M. Roberts ","","","","1989-01-03T00:00:00Z","","34552"
"","recA Protein-Catalyzed Strand Assimilation: Stimulation by Escherichia coli Single-Stranded DNA-Bind","Kevin McEntee 	George M. Weinstock 	I. R. Lehman ","","","","1980-01-03T00:00:00Z","","8337"
"","An Approach to the Measurement of Genetic Relatedness among Organisms","B. J. McCarthy 	E. T. Bolton ","","","","1963-01-03T00:00:00Z","","71689"
"","Contribution of Base Lesions to Radiation-Induced Clustered DNA Damage: Implication for Models of Ra","T. J. Jenner 	J. Fulford 	P. O'Neill ","","","","2001-01-03T00:00:00Z","","3580457"
"","Replication of α and β Globin DNA Sequences Occurs during Early S Phase in Murine Erythroleukemia Ce","Elliot Epner 	Richard A. Rifkind 	Paul A. Marks ","","","","1981-01-03T00:00:00Z","","10760"
"","Amplification and Analysis of Miocene Plant Fossil DNA [and Discussion]","Edward M. Golenberg 	T. A. Brown 	J. L. Bada ","","","","1991-01-03T00:00:00Z","","55430"
"","DNA Damage in Mammalian Cells","Kurt W. Kohn ","","","","1981-01-03T00:00:00Z","","1308222"
"","Replication of UV-Irradiated Single-Stranded DNA by DNA Polymerase III Holoenzyme of Escherichia col","Zvi Livneh ","","","","1986-01-03T00:00:00Z","","27554"
"","A DNA Fragment from the Origin of Single-Strand to Double Strand DNA Replication of Bacteriophage fd","Heinz Schaller 	Andreas Uhlmann 	Klaus Geider ","","","","1976-01-03T00:00:00Z","","65037"
"","Yeast Artificial Chromosomes with 200- to 800-Kilobase Inserts of Human DNA Containing HLA, V<sub>κ<","Randall D. Little 	Giovanni Porta 	Georges F. Carle ","","","","1989-01-03T00:00:00Z","","33244"
"","DNA Binding and Uptake by Nuclei Isolated from Plant Protoplasts: Fate of Single-Stranded Bacterioph","Kanji Ohyama ","","","","1978-01-03T00:00:00Z","","4265237"
"","Coupling of Replication to Transcription in vitro","John D. Karkas ","","","","1972-01-03T00:00:00Z","","61524"
"","Floral Induction of Vegetative Plants Supplied a Purified Fraction of Deoxyribonucleic Acid from Ste","William L. Wardell ","","","","1977-01-03T00:00:00Z","","4265109"
"","Replication of Chloroplast DNA in Chlamydomonas Reinhardi during Vegetative Cell Cycle: Its Mode and","Kwen-Sheng Chiang 	Noboru Sueoka ","","","","1967-01-03T00:00:00Z","","57924"
"","Improvement of φ29 DNA polymerase amplification performance by fusion of DNA binding motifs","Miguel de Vega 	José M. Lázaro 	Mario Mencía ","","","","2010-01-03T00:00:00Z","","20779697"
"","Antibodies Elicited against cis-diamminedichloroplatinum(II)-Modified DNA are Specific for cis-diamm","M. C. Poirier 	S. J. Lippard 	L. A. Zwelling ","","","","1982-01-03T00:00:00Z","","13241"
"","Mouse Cells Transformed by Bovine Papillomavirus Contain Only Extrachromosomal Viral DNA Sequences","Ming-Fan Law 	Douglas R. Lowy 	Israel Dvoretzky ","","","","1981-01-03T00:00:00Z","","10691"
"","Informational Role of Mitochondrial DNA Studied by Hybridization with Different Classes of RNA in Ye","Hiroshi Fukuhara ","","","","1967-01-03T00:00:00Z","","58079"
"","Comprehensive Human Genome Amplification Using Multiple Displacement Amplification","Frank B. Dean 	Seiyu Hosono 	Linhua Fang ","","","","2002-01-03T00:00:00Z","","3058480"
"","DNA Intercalation and Cleavage of an Antitumor Antibiotic Dynemicin that Contains Anthracycline and ","Yukio Sugiura 	Takashi Shiraki 	Masataka Konishi ","","","","1990-01-03T00:00:00Z","","2354474"
"","Keep the DNA Rolling: Multiple Displacement Amplification of Archival Plant DNA Extracts","Samuel F. Brockington 	Evgeny Mavrodiev 	Jeremy Ramdial ","","","","2008-01-03T00:00:00Z","","27756720"
"","Pleiotropic Expression of Epstein-Barr Virus DNA in Human Epithelial Cells","Jay Stoerker 	Deborah Parris 	Yoshihiro Yajima ","","","","1981-01-03T00:00:00Z","","11567"
"","DNA charge transport as a first step in coordinating the detection of lesions by repair proteins","Pamela A. Sontz 	Timothy P. Mui 	Jill O. Fuss ","","","","2012-01-03T00:00:00Z","","41477037"
"","Saccharomyces Cerevisiae Msh2-Msh6 DNA Binding Kinetics Reveal a Mechanism of Targeting Sites for DN","Jie Zhai 	Manju M. Hingorani 	Eric E. Alani ","","","","2010-01-03T00:00:00Z","","40535830"
"","Terminal Protein-Primed DNA Amplification","Luis Blanco 	Jose M. Lazaro 	Miguel De Vega ","","","","1994-01-03T00:00:00Z","","2366305"
"","Micrococcus luteus DNA Gyrase: Active Components and a Model for Its Supercoiling of DNA","Leroy F. Liu 	James C. Wang ","","","","1978-01-03T00:00:00Z","","68391"
"","Intracellular Forms of Adenovirus DNA: Integrated Form of Adenovirus DNA Appears Early in Productive","Jochen Schick 	Knut Baczko 	Ellen Fanning ","","","","1976-01-03T00:00:00Z","","65831"
"","Studies on Nucleic Acid Reassociation Kinetics: Retarded Rate of Hybridization of RNA with Excess DN","Glenn A. Galau 	Michael J. Smith 	Roy J. Britten ","","","","1977-01-03T00:00:00Z","","66817"
"","Solid-to-fluid—like DNA transition in viruses facilitates infection","Ting Liu 	Udom Sae-Ueng 	Dong Li ","","","","2014-01-03T00:00:00Z","","43190136"
"","Isolation and Properties of Deoxyribonucleic Acid from Protoplasts of Cell Suspension Cultures of Am","K. Ohyama 	O. L. Gamborg 	R. A. Miller ","","","","1972-01-03T00:00:00Z","","4262948"
"","Carcinogen-Mediated Amplification of Viral DNA Sequences in Simian Virus 40-Transformed Chinese Hams","Sara Lavi ","","","","1981-01-03T00:00:00Z","","11023"
"","Model System for DNA Replication of a Plasmid DNA Containing the Autonomously Replicating Sequence f","Yukio Ishimi 	Ken Matsumoto ","","","","1993-01-03T00:00:00Z","","2362404"
"","DNA Binding and Uptake by Nuclei Isolated from Plant Protoplasts. Factors Affecting DNA Binding and ","Kanji Ohyama 	Lawrence E. Pelcher 	Dave Horn ","","","","1977-01-03T00:00:00Z","","4264933"
"","Separation of the Adenovirus Terminal Protein Precursor from its Associated DNA Polymerase: Role of ","Jack H. Lichy 	Jeffrey Field 	Marshall S. Horwitz ","","","","1982-01-03T00:00:00Z","","12509"
"","Radiation-Induced DNA Breaks in Different Human Satellite DNA Sequence Areas, Analyzed by DNA Breaka","Fernando Vázquez-Gundín 	María Teresa Rivero 	Jaime Gosálvez ","","","","2002-01-03T00:00:00Z","","3580981"
"","Latent DNA of Epstein-Barr Virus: Separation from High-Molecular-Weight Cell DNA in a Neutral Glycer","Akiko Tanaka 	Meihan Nonoyama ","","","","1974-01-03T00:00:00Z","","63884"
"","In vitro Synthesis of Bacteriophage φ X174 by Purified Components","Akira Aoyama 	Robert K. Hamatake 	Masaki Hayashi ","","","","1983-01-03T00:00:00Z","","13992"
"","Electron Trap for DNA-Bound Repair Enzymes: A Strategy for DNA-Mediated Signaling","Eylon Yavin 	Eric D. A. Stemp 	Valerie L. O'Shea ","","","","2006-01-03T00:00:00Z","","30048635"
"","An RNA-DNA Copolymer Whose Synthesis is Correlated with the Transcriptional Requirement for Chromoso","S.J. Seror-Laurent 	G. Henckes ","","","","1985-01-03T00:00:00Z","","25712"
"","Chloroplast DNA in Expanding Spinach Leaves","N. STEELE SCOTT 	J. V. POSSINGHAM ","","","","1980-01-03T00:00:00Z","","23689872"
